SamplePoint_ID SamplePointX SamplePointY SamplePointZ ColorR ColorG ColorB ColorA
PT_0964 -0.7670 0.5700 -5.2290 0.0000 0.0000 1.0000 1.0000
PT_0965 -0.7670 0.8830 -5.2290 0.0000 0.0000 1.0000 1.0000
PT_0966 -0.7670 1.1950 -5.2290 0.0000 0.0000 1.0000 1.0000
PT_0967 -0.7670 1.5080 -5.2290 0.0000 0.0000 1.0000 1.0000
PT_0968 -0.7670 1.8200 -5.2290 0.0000 0.0000 1.0000 1.0000
PT_0969 -0.7670 2.1330 -5.2290 0.0000 0.0000 1.0000 1.0000
PT_0970 -0.7670 2.4460 -5.2290 0.0000 0.0000 1.0000 1.0000
PT_0971 -0.7670 2.7580 -5.2290 0.0000 0.0000 1.0000 1.0000
PT_0972 -0.7670 0.2580 -4.9010 0.0000 0.0000 1.0000 1.0000
PT_0973 -0.7670 0.5700 -4.9010 0.0000 0.0000 1.0000 1.0000
PT_0974 -0.7670 0.8830 -4.9010 0.0000 0.0000 1.0000 1.0000
PT_0975 -0.7670 1.1950 -4.9010 0.0000 0.0000 1.0000 1.0000
PT_0976 -0.7670 1.5080 -4.9010 0.0000 0.0000 1.0000 1.0000
PT_0977 -0.7670 1.8200 -4.9010 0.0000 0.0000 1.0000 1.0000
PT_0978 -0.7670 2.1330 -4.9010 0.0000 0.0000 1.0000 1.0000
PT_0979 -0.7670 2.4460 -4.9010 0.0000 0.0000 1.0000 1.0000
PT_0980 -0.7670 2.7580 -4.9010 0.0000 0.0000 1.0000 1.0000
PT_0981 -0.7670 0.2580 -4.5720 0.0000 0.0000 1.0000 1.0000
PT_0982 -0.7670 0.5700 -4.5720 0.0000 0.0000 1.0000 1.0000
PT_0983 -0.7670 0.8830 -4.5720 0.0000 0.0000 1.0000 1.0000
PT_0984 -0.7670 1.1950 -4.5720 0.0000 0.0000 1.0000 1.0000
PT_0985 -0.7670 1.5080 -4.5720 0.0000 0.0000 1.0000 1.0000
PT_0986 -0.7670 1.8200 -4.5720 0.0000 0.0000 1.0000 1.0000
PT_0987 -0.7670 2.1330 -4.5720 0.0000 0.0000 1.0000 1.0000
PT_0988 -0.7670 2.4460 -4.5720 0.0000 0.0000 1.0000 1.0000
PT_0989 -0.7670 2.7580 -4.5720 0.0000 0.0000 1.0000 1.0000
PT_0990 -0.7670 0.2580 -4.2440 0.0000 0.0000 1.0000 1.0000
PT_0991 -0.7670 0.5700 -4.2440 0.0000 0.0000 1.0000 1.0000
PT_0992 -0.7670 0.8830 -4.2440 0.0000 0.0000 1.0000 1.0000
PT_0993 -0.7670 1.1950 -4.2440 0.0005 0.0000 0.9995 1.0000
PT_0994 -0.7670 1.5080 -4.2440 0.0000 0.0000 1.0000 1.0000
PT_0995 -0.7670 1.8200 -4.2440 0.0000 0.0000 1.0000 1.0000
PT_0996 -0.7670 2.1330 -4.2440 0.0000 0.0000 1.0000 1.0000
PT_0997 -0.7670 2.4460 -4.2440 0.0000 0.0000 1.0000 1.0000
PT_0998 -0.7670 2.7580 -4.2440 0.0000 0.0000 1.0000 1.0000
PT_0999 -0.7670 0.2580 -3.9160 0.0000 0.0000 1.0000 1.0000
PT_1000 -0.7670 0.5700 -3.9160 0.0752 0.0000 0.9248 1.0000
PT_1001 -0.7670 0.8830 -3.9160 0.2008 0.0000 0.7992 1.0000
PT_1002 -0.7670 1.1950 -3.9160 0.2583 0.0000 0.7417 1.0000
PT_1003 -0.7670 1.5080 -3.9160 0.2386 0.0000 0.7614 1.0000
PT_1004 -0.7670 1.8200 -3.9160 0.1454 0.0000 0.8546 1.0000
PT_1005 -0.7670 2.1330 -3.9160 0.0000 0.0000 1.0000 1.0000
PT_1006 -0.7670 2.4460 -3.9160 0.0000 0.0000 1.0000 1.0000
PT_1007 -0.7670 2.7580 -3.9160 0.0000 0.0000 1.0000 1.0000
PT_1008 -0.7670 0.2580 -3.5880 0.0596 0.0000 0.9404 1.0000
PT_1009 -0.7670 0.5700 -3.5880 0.2596 0.0000 0.7404 1.0000
PT_1010 -0.7670 0.8830 -3.5880 0.4061 0.0000 0.5939 1.0000
PT_1011 -0.7670 1.1950 -3.5880 0.4750 0.0000 0.5250 1.0000
PT_1012 -0.7670 1.5080 -3.5880 0.4513 0.0000 0.5487 1.0000
PT_1013 -0.7670 1.8200 -3.5880 0.3408 0.0000 0.6592 1.0000
PT_1014 -0.7670 2.1330 -3.5880 0.1643 0.0000 0.8357 1.0000
PT_1015 -0.7670 2.4460 -3.5880 0.0000 0.0000 1.0000 1.0000
PT_1016 -0.7670 2.7580 -3.5880 0.0000 0.0000 1.0000 1.0000
PT_1017 -0.7670 0.2580 -3.2590 0.1591 0.0000 0.8409 1.0000
PT_1018 -0.7670 0.5700 -3.2590 0.3766 0.0000 0.6234 1.0000
PT_1019 -0.7670 0.8830 -3.2590 0.5409 0.0000 0.4591 1.0000
PT_1020 -0.7670 1.1950 -3.2590 0.6203 0.0000 0.3797 1.0000
PT_1021 -0.7670 1.5080 -3.2590 0.5928 0.0000 0.4072 1.0000
PT_1022 -0.7670 1.8200 -3.2590 0.4670 0.0000 0.5330 1.0000
PT_1023 -0.7670 2.1330 -3.2590 0.2722 0.0000 0.7278 1.0000
PT_1024 -0.7670 2.4460 -3.2590 0.0359 0.0000 0.9641 1.0000
PT_1025 -0.7670 2.7580 -3.2590 0.0000 0.0000 1.0000 1.0000
PT_1026 -0.7670 0.2580 -2.9310 0.1818 0.0000 0.8182 1.0000
PT_1027 -0.7670 0.5700 -2.9310 0.4038 0.0000 0.5962 1.0000
PT_1028 -0.7670 0.8830 -2.9310 0.5729 0.0000 0.4271 1.0000
PT_1029 -0.7670 1.1950 -2.9310 0.6553 0.0000 0.3447 1.0000
PT_1030 -0.7670 1.5080 -2.9310 0.6267 0.0000 0.3733 1.0000
PT_1031 -0.7670 1.8200 -2.9310 0.4967 0.0000 0.5033 1.0000
PT_1032 -0.7670 2.1330 -2.9310 0.2971 0.0000 0.7029 1.0000
PT_1033 -0.7670 2.4460 -2.9310 0.0566 0.0000 0.9434 1.0000
PT_1034 -0.7670 2.7580 -2.9310 0.0000 0.0000 1.0000 1.0000
PT_1035 -0.7670 0.2580 -2.6030 0.1243 0.0000 0.8757 1.0000
PT_1036 -0.7670 0.5700 -2.6030 0.3353 0.0000 0.6647 1.0000
PT_1037 -0.7670 0.8830 -2.6030 0.4929 0.0000 0.5071 1.0000
PT_1038 -0.7670 1.1950 -2.6030 0.5682 0.0000 0.4318 1.0000
PT_1039 -0.7670 1.5080 -2.6030 0.5422 0.0000 0.4578 1.0000
PT_1040 -0.7670 1.8200 -2.6030 0.4223 0.0000 0.5777 1.0000
PT_1041 -0.7670 2.1330 -2.6030 0.2344 0.0000 0.7656 1.0000
PT_1042 -0.7670 2.4460 -2.6030 0.0039 0.0000 0.9961 1.0000
PT_1043 -0.7670 2.7580 -2.6030 0.0000 0.0000 1.0000 1.0000
PT_1044 -0.7670 0.2580 -2.2740 0.0000 0.0000 1.0000 1.0000
PT_1045 -0.7670 0.5700 -2.2740 0.1855 0.0000 0.8145 1.0000
PT_1046 -0.7670 0.8830 -2.2740 0.3228 0.0000 0.6772 1.0000
PT_1047 -0.7670 1.1950 -2.2740 0.3866 0.0000 0.6134 1.0000
PT_1048 -0.7670 1.5080 -2.2740 0.3647 0.0000 0.6353 1.0000
PT_1049 -0.7670 1.8200 -2.2740 0.2619 0.0000 0.7381 1.0000
PT_1050 -0.7670 2.1330 -2.2740 0.0953 0.0000 0.9047 1.0000
PT_1051 -0.7670 2.4460 -2.2740 0.0000 0.0000 1.0000 1.0000
PT_1052 -0.7670 2.7580 -2.2740 0.0000 0.0000 1.0000 1.0000
PT_1053 -0.7670 0.2580 -1.9460 0.0000 0.0000 1.0000 1.0000
PT_1054 -0.7670 0.5700 -1.9460 0.0000 0.0000 1.0000 1.0000
PT_1055 -0.7670 0.8830 -1.9460 0.0959 0.0000 0.9041 1.0000
PT_1056 -0.7670 1.1950 -1.9460 0.1489 0.0000 0.8511 1.0000
PT_1057 -0.7670 1.5080 -1.9460 0.1308 0.0000 0.8692 1.0000
PT_1058 -0.7670 1.8200 -1.9460 0.0444 0.0000 0.9556 1.0000
PT_1059 -0.7670 2.1330 -1.9460 0.0000 0.0000 1.0000 1.0000
PT_1060 -0.7670 2.4460 -1.9460 0.0000 0.0000 1.0000 1.0000
PT_1061 -0.7670 2.7580 -1.9460 0.0000 0.0000 1.0000 1.0000
PT_1062 -0.7670 0.2580 -1.6180 0.0000 0.0000 1.0000 1.0000
PT_1063 -0.7670 0.5700 -1.6180 0.0000 0.0000 1.0000 1.0000
PT_1064 -0.7670 0.8830 -1.6180 0.0000 0.0000 1.0000 1.0000
PT_1065 -0.7670 1.1950 -1.6180 0.0000 0.0000 1.0000 1.0000
PT_1066 -0.7670 1.5080 -1.6180 0.0000 0.0000 1.0000 1.0000
PT_1067 -0.7670 1.8200 -1.6180 0.0000 0.0000 1.0000 1.0000
PT_1068 -0.7670 2.1330 -1.6180 0.0000 0.0000 1.0000 1.0000
PT_1069 -0.7670 2.4460 -1.6180 0.0000 0.0000 1.0000 1.0000
PT_1070 -0.7670 2.7580 -1.6180 0.0000 0.0000 1.0000 1.0000
PT_1071 -0.7670 0.2580 -1.2890 0.0000 0.0000 1.0000 1.0000
PT_1072 -0.7670 0.5700 -1.2890 0.0000 0.0000 1.0000 1.0000
PT_1073 -0.7670 0.8830 -1.2890 0.0000 0.0000 1.0000 1.0000
PT_1074 -0.7670 1.1950 -1.2890 0.0000 0.0000 1.0000 1.0000
PT_1075 -0.7670 1.5080 -1.2890 0.0000 0.0000 1.0000 1.0000
PT_1076 -0.7670 1.8200 -1.2890 0.0000 0.0000 1.0000 1.0000
PT_1077 -0.7670 2.1330 -1.2890 0.0000 0.0000 1.0000 1.0000
PT_1078 -0.7670 2.4460 -1.2890 0.0000 0.0000 1.0000 1.0000
PT_1079 -0.7670 2.7580 -1.2890 0.0000 0.0000 1.0000 1.0000
PT_1080 -0.7670 0.2580 -0.9610 0.0000 0.0000 1.0000 1.0000
PT_1081 -0.7670 0.5700 -0.9610 0.0000 0.0000 1.0000 1.0000
PT_1082 -0.7670 0.8830 -0.9610 0.0000 0.0000 1.0000 1.0000
PT_1083 -0.7670 1.1950 -0.9610 0.0000 0.0000 1.0000 1.0000
PT_1084 -0.7670 1.5080 -0.9610 0.0000 0.0000 1.0000 1.0000
PT_1085 -0.7670 1.8200 -0.9610 0.0000 0.0000 1.0000 1.0000
PT_1086 -0.7670 2.1330 -0.9610 0.0000 0.0000 1.0000 1.0000
PT_1087 -0.7670 2.4460 -0.9610 0.0000 0.0000 1.0000 1.0000
PT_1088 -0.7670 2.7580 -0.9610 0.0000 0.0000 1.0000 1.0000
PT_1089 -0.7670 0.2580 -0.6330 0.0000 0.0000 1.0000 1.0000
PT_1090 -0.7670 0.5700 -0.6330 0.0000 0.0000 1.0000 1.0000
PT_1091 -0.7670 0.8830 -0.6330 0.0000 0.0000 1.0000 1.0000
PT_1092 -0.7670 1.1950 -0.6330 0.0000 0.0000 1.0000 1.0000
PT_1093 -0.7670 1.5080 -0.6330 0.0000 0.0000 1.0000 1.0000
PT_1094 -0.7670 1.8200 -0.6330 0.0000 0.0000 1.0000 1.0000
PT_1095 -0.7670 2.1330 -0.6330 0.0000 0.0000 1.0000 1.0000
PT_1096 -0.7670 2.4460 -0.6330 0.0000 0.0000 1.0000 1.0000
PT_1097 -0.7670 2.7580 -0.6330 0.0000 0.0000 1.0000 1.0000
PT_1098 -0.7670 0.2580 -0.3040 0.0000 0.0000 1.0000 1.0000
PT_1099 -0.7670 0.5700 -0.3040 0.0000 0.0000 1.0000 1.0000
PT_1100 -0.7670 0.8830 -0.3040 0.0000 0.0000 1.0000 1.0000
PT_1101 -0.7670 1.1950 -0.3040 0.0000 0.0000 1.0000 1.0000
PT_1102 -0.7670 1.5080 -0.3040 0.0000 0.0000 1.0000 1.0000
PT_1103 -0.7670 1.8200 -0.3040 0.0000 0.0000 1.0000 1.0000
PT_1104 -0.7670 2.1330 -0.3040 0.0000 0.0000 1.0000 1.0000
PT_1105 -0.7670 2.4460 -0.3040 0.0000 0.0000 1.0000 1.0000
PT_1106 -0.7670 2.7580 -0.3040 0.0000 0.0000 1.0000 1.0000
PT_1107 -2.3810 0.7520 -6.7120 0.0000 0.0000 1.0000 1.0000
PT_1108 -2.3810 0.7520 -6.9820 0.0000 0.0000 1.0000 1.0000
PT_1109 -2.3810 0.7520 -7.2530 0.0000 0.0000 1.0000 1.0000
PT_1110 -2.3810 0.7520 -7.5240 0.0000 0.0000 1.0000 1.0000
PT_1111 -2.3810 0.7520 -7.7950 0.0000 0.0000 1.0000 1.0000
PT_1112 -2.3810 0.7520 -8.0660 0.0000 0.0000 1.0000 1.0000
PT_1113 -2.3810 0.7520 -8.3370 0.0000 0.0000 1.0000 1.0000
PT_1114 -2.3810 0.7520 -8.6080 0.0000 0.0000 1.0000 1.0000
PT_1115 -2.3810 0.7520 -8.8790 0.0000 0.0000 1.0000 1.0000
PT_1116 -2.6860 0.7520 -6.7120 0.0000 0.0000 1.0000 1.0000
PT_1117 -2.6860 0.7520 -6.9820 0.0000 0.0000 1.0000 1.0000
PT_1118 -2.6860 0.7520 -7.2530 0.0000 0.0000 1.0000 1.0000
PT_1119 -2.6860 0.7520 -7.5240 0.0000 0.0000 1.0000 1.0000
PT_1120 -2.6860 0.7520 -7.7950 0.0000 0.0000 1.0000 1.0000
PT_1121 -2.6860 0.7520 -8.0660 0.0000 0.0000 1.0000 1.0000
PT_1122 -2.6860 0.7520 -8.3370 0.0000 0.0000 1.0000 1.0000
PT_1123 -2.6860 0.7520 -8.6080 0.0000 0.0000 1.0000 1.0000
PT_1124 -2.6860 0.7520 -8.8790 0.0000 0.0000 1.0000 1.0000
PT_1125 -2.9910 0.7520 -6.7120 0.0000 0.0000 1.0000 1.0000
PT_1126 -2.9910 0.7520 -6.9820 0.0000 0.0000 1.0000 1.0000
PT_1127 -2.9910 0.7520 -7.2530 0.0000 0.0000 1.0000 1.0000
PT_1128 -2.9910 0.7520 -7.5240 0.0000 0.0000 1.0000 1.0000
PT_1129 -2.9910 0.7520 -7.7950 0.0000 0.0000 1.0000 1.0000
PT_1130 -2.9910 0.7520 -8.0660 0.0000 0.0000 1.0000 1.0000
PT_1131 -2.9910 0.7520 -8.3370 0.0000 0.0000 1.0000 1.0000
PT_1132 -2.9910 0.7520 -8.6080 0.0000 0.0000 1.0000 1.0000
PT_1133 -2.9910 0.7520 -8.8790 0.0000 0.0000 1.0000 1.0000
PT_1134 -3.2950 0.7520 -6.7120 0.0000 0.0000 1.0000 1.0000
PT_1135 -3.2950 0.7520 -6.9820 0.0000 0.0000 1.0000 1.0000
PT_1136 -3.2950 0.7520 -7.2530 0.0000 0.0000 1.0000 1.0000
PT_1137 -3.2950 0.7520 -7.5240 0.0000 0.0000 1.0000 1.0000
PT_1138 -3.2950 0.7520 -7.7950 0.0000 0.0000 1.0000 1.0000
PT_1139 -3.2950 0.7520 -8.0660 0.0000 0.0000 1.0000 1.0000
PT_1140 -3.2950 0.7520 -8.3370 0.0000 0.0000 1.0000 1.0000
PT_1141 -3.2950 0.7520 -8.6080 0.0000 0.0000 1.0000 1.0000
PT_1142 -3.2950 0.7520 -8.8790 0.0000 0.0000 1.0000 1.0000
PT_1143 -3.2950 0.7520 -6.4410 0.0000 0.0000 1.0000 1.0000
PT_1144 -3.2950 0.7520 -6.1700 0.0000 0.0000 1.0000 1.0000
PT_1145 -3.2950 0.7520 -5.8990 0.0000 0.0000 1.0000 1.0000
PT_1146 -3.2950 0.7520 -5.6280 0.0000 0.0000 1.0000 1.0000
PT_1147 -3.2950 0.7520 -5.3570 0.0000 0.0000 1.0000 1.0000
PT_1148 -3.2950 0.7520 -5.0860 0.0000 0.0000 1.0000 1.0000
PT_1149 -3.2950 0.7520 -4.8150 0.0000 0.0000 1.0000 1.0000
PT_1150 -3.2950 0.7520 -4.5440 0.0000 0.0000 1.0000 1.0000
PT_1151 -3.2950 0.7520 -4.2730 0.0000 0.0000 1.0000 1.0000
PT_1152 -2.9910 0.7520 -6.4410 0.0000 0.0000 1.0000 1.0000
PT_1153 -2.9910 0.7520 -6.1700 0.0000 0.0000 1.0000 1.0000
PT_1154 -2.9910 0.7520 -5.8990 0.0000 0.0000 1.0000 1.0000
PT_1155 -2.9910 0.7520 -5.6280 0.0000 0.0000 1.0000 1.0000
PT_1156 -2.9910 0.7520 -5.3570 0.0000 0.0000 1.0000 1.0000
PT_1157 -2.9910 0.7520 -5.0860 0.0000 0.0000 1.0000 1.0000
PT_1158 -2.9910 0.7520 -4.8150 0.0000 0.0000 1.0000 1.0000
PT_1159 -2.9910 0.7520 -4.5440 0.0000 0.0000 1.0000 1.0000
PT_1160 -2.9910 0.7520 -4.2730 0.0000 0.0000 1.0000 1.0000
PT_1161 -2.6860 0.7520 -6.4410 0.0000 0.0000 1.0000 1.0000
PT_1162 -2.6860 0.7520 -6.1700 0.0000 0.0000 1.0000 1.0000
PT_1163 -2.6860 0.7520 -5.8990 0.0000 0.0000 1.0000 1.0000
PT_1164 -2.6860 0.7520 -5.6280 0.0000 0.0000 1.0000 1.0000
PT_1165 -2.6860 0.7520 -5.3570 0.0000 0.0000 1.0000 1.0000
PT_1166 -2.6860 0.7520 -5.0860 0.0000 0.0000 1.0000 1.0000
PT_1167 -2.6860 0.7520 -4.8150 0.0000 0.0000 1.0000 1.0000
PT_1168 -2.6860 0.7520 -4.5440 0.0000 0.0000 1.0000 1.0000
PT_1169 -2.6860 0.7520 -4.2730 0.0000 0.0000 1.0000 1.0000
PT_1170 -2.3810 0.7520 -6.4410 0.0000 0.0000 1.0000 1.0000
PT_1171 -2.3810 0.7520 -6.1700 0.0000 0.0000 1.0000 1.0000
PT_1172 -2.3810 0.7520 -5.8990 0.0000 0.0000 1.0000 1.0000
PT_1173 -2.3810 0.7520 -5.6280 0.0000 0.0000 1.0000 1.0000
PT_1174 -2.3810 0.7520 -5.3570 0.0000 0.0000 1.0000 1.0000
PT_1175 -2.3810 0.7520 -5.0860 0.0000 0.0000 1.0000 1.0000
PT_1176 -2.3810 0.7520 -4.8150 0.0000 0.0000 1.0000 1.0000
PT_1177 -2.3810 0.7520 -4.5440 0.0000 0.0000 1.0000 1.0000
PT_1178 -2.3810 0.7520 -4.2730 0.0000 0.0000 1.0000 1.0000
PT_1179 -2.3810 0.7520 -1.8350 0.3831 0.0000 0.6169 1.0000
PT_1180 -2.3810 0.7520 -2.1060 0.2302 0.0000 0.7698 1.0000
PT_1181 -2.3810 0.7520 -2.3770 0.3751 0.0000 0.6249 1.0000
PT_1182 -2.3810 0.7520 -2.6480 0.5002 0.0000 0.4998 1.0000
PT_1183 -2.3810 0.7520 -2.9180 0.5615 0.0000 0.4385 1.0000
PT_1184 -2.3810 0.7520 -3.1890 0.5470 0.0000 0.4530 1.0000
PT_1185 -2.3810 0.7520 -3.4600 0.4596 0.0000 0.5404 1.0000
PT_1186 -2.3810 0.7520 -3.7310 0.3153 0.0000 0.6847 1.0000
PT_1187 -2.3810 0.7520 -4.0020 0.1319 0.0000 0.8681 1.0000
PT_1188 -2.6860 0.7520 -1.8350 0.5584 0.0000 0.4416 1.0000
PT_1189 -2.6860 0.7520 -2.1060 0.3812 0.0000 0.6188 1.0000
PT_1190 -2.6860 0.7520 -2.3770 0.3112 0.0000 0.6888 1.0000
PT_1191 -2.6860 0.7520 -2.6480 0.3604 0.0000 0.6396 1.0000
PT_1192 -2.6860 0.7520 -2.9180 0.3465 0.0000 0.6535 1.0000
PT_1193 -2.6860 0.7520 -3.1890 0.2857 0.0000 0.7143 1.0000
PT_1194 -2.6860 0.7520 -3.4600 0.2159 0.0000 0.7841 1.0000
PT_1195 -2.6860 0.7520 -3.7310 0.0964 0.0000 0.9036 1.0000
PT_1196 -2.6860 0.7520 -4.0020 0.0000 0.0000 1.0000 1.0000
PT_1197 -2.9910 0.7520 -1.8350 0.6563 0.0000 0.3437 1.0000
PT_1198 -2.9910 0.7520 -2.1060 0.4622 0.0000 0.5378 1.0000
PT_1199 -2.9910 0.7520 -2.3770 0.5555 0.0000 0.4445 1.0000
PT_1200 -2.9910 0.7520 -2.6480 0.6183 0.0000 0.3817 1.0000
PT_1201 -2.9910 0.7520 -2.9180 0.6004 0.0000 0.3996 1.0000
PT_1202 -2.9910 0.7520 -3.1890 0.5061 0.0000 0.4939 1.0000
PT_1203 -2.9910 0.7520 -3.4600 0.3540 0.0000 0.6460 1.0000
PT_1204 -2.9910 0.7520 -3.7310 0.1637 0.0000 0.8363 1.0000
PT_1205 -2.9910 0.7520 -4.0020 0.0000 0.0000 1.0000 1.0000
PT_1206 -3.2950 0.7520 -1.8350 0.6498 0.0000 0.3502 1.0000
PT_1207 -3.2950 0.7520 -2.1060 0.5950 0.0000 0.4050 1.0000
PT_1208 -3.2950 0.7520 -2.3770 0.7533 0.0000 0.2467 1.0000
PT_1209 -3.2950 0.7520 -2.6480 0.8344 0.0000 0.1656 1.0000
PT_1210 -3.2950 0.7520 -2.9180 0.8109 0.0000 0.1891 1.0000
PT_1211 -3.2950 0.7520 -3.1890 0.6917 0.0000 0.3083 1.0000
PT_1212 -3.2950 0.7520 -3.4600 0.5106 0.0000 0.4894 1.0000
PT_1213 -3.2950 0.7520 -3.7310 0.2953 0.0000 0.7047 1.0000
PT_1214 -3.2950 0.7520 -4.0020 0.0611 0.0000 0.9389 1.0000
